BillNo,Total,CustomerID,Date,Country_2,ORDER_STATUS,STORE_ID
536520,313.49,14729.0,2010-12-01 12:43:00.000000000,Eleven ICONN12,COMPLETED,12
536521,4.95,12748.0,2010-12-01 12:48:00.000000000,Eleven ICONN8,COMPLETED,8
536522,191.06,15012.0,2010-12-01 12:49:00.000000000,Eleven ICONN8,COMPLETED,8
536523,203.3,12868.0,2010-12-01 12:50:00.000000000,Eleven ICONN6,COMPLETED,6
536524,70.80000000000001,17572.0,2010-12-01 12:51:00.000000000,Eleven ICONN16,COMPLETED,16
536525,136.24,14078.0,2010-12-01 12:54:00.000000000,Eleven ICONN16,COMPLETED,16
536526,301.24,14001.0,2010-12-01 12:58:00.000000000,Eleven ICONN16,COMPLETED,16
536527,261.48,12662.0,2010-12-01 13:04:00.000000000,Eleven ICONN16,COMPLETED,16
536528,313.93,15525.0,2010-12-01 13:17:00.000000000,Eleven ICONN16,COMPLETED,16
536529,161.0,14237.0,2010-12-01 13:20:00.000000000,Eleven ICONN7,COMPLETED,7
536530,201.75,17905.0,2010-12-01 13:21:00.000000000,Eleven ICONN7,COMPLETED,7
536531,950.09,15485.0,2010-12-01 13:23:00.000000000,Eleven ICONN8,COMPLETED,8
536532,1919.1399999999999,12433.0,2010-12-01 13:24:00.000000000,Eleven ICONN7,COMPLETED,7
536533,156.1,16955.0,2010-12-01 13:31:00.000000000,Eleven ICONN7,COMPLETED,7
536534,115.65,15350.0,2010-12-01 13:33:00.000000000,Eleven ICONN2,COMPLETED,2
536535,194.85000000000002,15605.0,2010-12-01 13:38:00.000000000,Eleven ICONN2,COMPLETED,2
536536,165.04999999999998,18144.0,2010-12-01 13:45:00.000000000,Eleven ICONN2,COMPLETED,2
536537,369.5,15922.0,2010-12-01 13:51:00.000000000,Eleven ICONN2,COMPLETED,2
536538,255.0,14594.0,2010-12-01 13:53:59.999999744,Eleven ICONN2,COMPLETED,2
536539,487.75,15165.0,2010-12-01 14:03:00.000000000,Eleven ICONN21,COMPLETED,21
536542,787.4,16456.0,2010-12-01 14:11:00.000000000,Eleven ICONN14,COMPLETED,14
536551,146.61,17346.0,2010-12-01 14:34:00.000000000,Eleven ICONN16,COMPLETED,16
536556,101.55,17643.0,2010-12-01 14:38:00.000000000,Eleven ICONN15,COMPLETED,15
536557,537.38,17841.0,2010-12-01 14:41:00.000000000,Eleven ICONN16,COMPLETED,16
536559,215.14999999999998,17873.0,2010-12-01 14:54:00.000000000,Eleven ICONN1,COMPLETED,1
536560,799.4,13093.0,2010-12-01 15:00:00.000000000,Eleven ICONN1,COMPLETED,1
536561,322.40000000000003,12921.0,2010-12-01 15:06:00.000000000,Eleven ICONN20,COMPLETED,20
536562,308.65000000000003,13468.0,2010-12-01 15:08:00.000000000,Eleven ICONN4,COMPLETED,4
536563,172.54,17760.0,2010-12-01 15:08:00.000000000,Eleven ICONN8,COMPLETED,8
536564,51.4,13468.0,2010-12-01 15:08:00.000000000,Eleven ICONN8,COMPLETED,8
536566,116.25,16928.0,2010-12-01 15:21:00.000000000,Eleven ICONN8,COMPLETED,8
536567,251.40000000000003,16048.0,2010-12-01 15:27:00.000000000,Eleven ICONN8,COMPLETED,8
536568,5.04,16048.0,2010-12-01 15:28:00.000000000,Eleven ICONN8,COMPLETED,8
536569,357.95,16274.0,2010-12-01 15:35:00.000000000,Eleven ICONN8,COMPLETED,8
536570,304.34000000000003,14496.0,2010-12-01 15:35:00.000000000,Eleven ICONN14,COMPLETED,14
536571,294.62,14696.0,2010-12-01 15:37:00.000000000,Eleven ICONN14,COMPLETED,14
536572,442.34999999999997,16539.0,2010-12-01 15:40:00.000000000,Eleven ICONN15,COMPLETED,15
536573,143.12,17025.0,2010-12-01 15:45:00.000000000,Eleven ICONN15,COMPLETED,15
536574,17.85,17025.0,2010-12-01 15:46:00.000000000,Eleven ICONN15,COMPLETED,15
536575,1552.98,13777.0,2010-12-01 16:01:00.000000000,Eleven ICONN15,COMPLETED,15
536576,2558.42,13777.0,2010-12-01 16:11:00.000000000,Eleven ICONN15,COMPLETED,15
536577,497.0,13777.0,2010-12-01 16:13:00.000000000,Eleven ICONN19,COMPLETED,19
536578,279.6,17690.0,2010-12-01 16:15:00.000000000,Eleven ICONN1,COMPLETED,1
536579,315.96000000000004,13777.0,2010-12-01 16:16:00.000000000,Eleven ICONN12,COMPLETED,12
536580,97.19999999999999,17690.0,2010-12-01 16:17:00.000000000,Eleven ICONN12,COMPLETED,12
536581,330.0,13777.0,2010-12-01 16:19:00.000000000,Eleven ICONN12,COMPLETED,12
536582,304.04,12947.0,2010-12-01 16:21:00.000000000,Eleven ICONN12,COMPLETED,12
536583,198.0,13777.0,2010-12-01 16:21:00.000000000,Eleven ICONN15,COMPLETED,15
536584,1132.8000000000002,13777.0,2010-12-01 16:22:00.000000000,Eleven ICONN15,COMPLETED,15
536585,19.9,17460.0,2010-12-01 16:24:00.000000000,Eleven ICONN15,COMPLETED,15
536586,344.2,18229.0,2010-12-01 16:25:00.000000000,Eleven ICONN15,COMPLETED,15
536587,311.81,14142.0,2010-12-01 16:33:00.000000000,Eleven ICONN15,COMPLETED,15
536588,277.05,17069.0,2010-12-01 16:49:00.000000000,Eleven ICONN7,COMPLETED,7
536590,205.86,13065.0,2010-12-01 16:52:00.000000000,Eleven ICONN7,COMPLETED,7
536591,198.32,14606.0,2010-12-01 16:57:09.000000000,Eleven ICONN15,COMPLETED,15
536593,81.75,16835.0,2010-12-01 17:15:00.000000000,Eleven ICONN19,COMPLETED,19
536594,79.5,15235.0,2010-12-01 17:22:00.000000000,Eleven ICONN19,COMPLETED,19
536595,349.15,13576.0,2010-12-01 17:24:00.000000000,Eleven ICONN19,COMPLETED,19
536597,102.78999999999999,18011.0,2010-12-01 17:35:00.000000000,Eleven ICONN19,COMPLETED,19
536598,160.6,13090.0,2010-12-02 07:48:00.000000000,Eleven ICONN9,COMPLETED,9
536599,306.4,15694.0,2010-12-02 07:49:00.000000000,Eleven ICONN9,COMPLETED,9
536600,251.62,17850.0,2010-12-02 08:32:00.000000000,Eleven ICONN9,COMPLETED,9
536601,22.200000000000003,17850.0,2010-12-02 08:33:00.000000000,Eleven ICONN9,COMPLETED,9
536602,163.76,17850.0,2010-12-02 08:34:00.000000000,Eleven ICONN9,COMPLETED,9
536603,22.200000000000003,17850.0,2010-12-02 08:40:00.000000000,Eleven ICONN9,COMPLETED,9
536604,184.5,14741.0,2010-12-02 08:43:00.000000000,Eleven ICONN9,COMPLETED,9
536605,272.65000000000003,13715.0,2010-12-02 08:52:00.000000000,Eleven ICONN17,COMPLETED,17
536607,303.97,17732.0,2010-12-02 09:29:00.000000000,Eleven ICONN17,COMPLETED,17
536608,38.1,12855.0,2010-12-02 09:37:00.000000000,Eleven ICONN19,COMPLETED,19
536609,244.46,17850.0,2010-12-02 09:41:00.000000000,Eleven ICONN19,COMPLETED,19
536610,22.200000000000003,17850.0,2010-12-02 09:42:00.000000000,Eleven ICONN20,COMPLETED,20
536611,259.65000000000003,15752.0,2010-12-02 09:43:00.000000000,Eleven ICONN20,COMPLETED,20
536612,206.76,17850.0,2010-12-02 09:44:00.000000000,Eleven ICONN20,COMPLETED,20
536613,208.97,17855.0,2010-12-02 09:44:00.000000000,Eleven ICONN20,COMPLETED,20
536614,22.200000000000003,17850.0,2010-12-02 09:44:00.000000000,Eleven ICONN23,COMPLETED,23
536615,286.92,14047.0,2010-12-02 10:09:00.000000000,Eleven ICONN23,COMPLETED,23
536616,244.08,17925.0,2010-12-02 10:10:00.000000000,Eleven ICONN13,COMPLETED,13
536617,1095.12,13941.0,2010-12-02 10:17:00.000000000,Eleven ICONN13,COMPLETED,13
536618,780.12,17017.0,2010-12-02 10:17:00.000000000,Eleven ICONN13,COMPLETED,13
536619,97.19999999999999,17017.0,2010-12-02 10:18:00.000000000,Eleven ICONN2,COMPLETED,2
536620,485.25,14135.0,2010-12-02 10:27:00.000000000,Eleven ICONN2,COMPLETED,2
536621,350.06,13108.0,2010-12-02 10:35:00.000000000,Eleven ICONN23,COMPLETED,23
536623,768.38,15601.0,2010-12-02 10:39:00.000000000,Eleven ICONN8,COMPLETED,8
536624,610.64,13418.0,2010-12-02 10:45:00.000000000,Eleven ICONN6,COMPLETED,6
536626,12.600000000000001,13418.0,2010-12-02 10:46:00.000000000,Eleven ICONN14,COMPLETED,14
536627,306.2,15658.0,2010-12-02 10:53:00.000000000,Eleven ICONN14,COMPLETED,14
536628,230.56,17850.0,2010-12-02 10:54:00.000000000,Eleven ICONN14,COMPLETED,14
536629,22.200000000000003,17850.0,2010-12-02 10:55:00.000000000,Eleven ICONN8,COMPLETED,8
536630,244.46,17850.0,2010-12-02 10:56:00.000000000,Eleven ICONN3,COMPLETED,3
536631,22.200000000000003,17850.0,2010-12-02 10:58:00.000000000,Eleven ICONN3,COMPLETED,3
536632,312.8,14388.0,2010-12-02 11:02:00.000000000,Eleven ICONN3,COMPLETED,3
536633,204.15,14901.0,2010-12-02 11:20:00.000000000,Eleven ICONN14,COMPLETED,14
536634,193.78,18041.0,2010-12-02 11:21:00.000000000,Eleven ICONN20,COMPLETED,20
536635,572.38,15955.0,2010-12-02 11:22:00.000000000,Eleven ICONN20,COMPLETED,20
536636,106.2,15070.0,2010-12-02 11:23:00.000000000,Eleven ICONN20,COMPLETED,20
536637,235.16,18041.0,2010-12-02 11:35:00.000000000,Eleven ICONN20,COMPLETED,20
536638,1056.63,16244.0,2010-12-02 11:41:00.000000000,Eleven ICONN13,COMPLETED,13
536639,288.5,15111.0,2010-12-02 11:45:00.000000000,Eleven ICONN20,COMPLETED,20
536641,4.25,12748.0,2010-12-02 11:46:00.000000000,Eleven ICONN8,COMPLETED,8
536643,223.7,14390.0,2010-12-02 11:57:00.000000000,Eleven ICONN8,COMPLETED,8
536663,299.40000000000003,16546.0,2010-12-02 12:07:00.000000000,Eleven ICONN10,COMPLETED,10
536667,362.5,15260.0,2010-12-02 12:09:00.000000000,Eleven ICONN4,COMPLETED,4
536670,58.0,15260.0,2010-12-02 12:09:00.000000000,Eleven ICONN4,COMPLETED,4
536671,136.2,13305.0,2010-12-02 12:10:00.000000000,Eleven ICONN4,COMPLETED,4
536672,127.2,14491.0,2010-12-02 12:10:00.000000000,Eleven ICONN4,COMPLETED,4
536673,339.84,14060.0,2010-12-02 12:11:00.000000000,Eleven ICONN4,COMPLETED,4
536674,127.08,15923.0,2010-12-02 12:16:00.000000000,Eleven ICONN4,COMPLETED,4
536676,207.5,16752.0,2010-12-02 12:18:00.000000000,Eleven ICONN18,COMPLETED,18
536681,113.92,17287.0,2010-12-02 12:22:00.000000000,Eleven ICONN18,COMPLETED,18
536685,380.46,17850.0,2010-12-02 12:23:00.000000000,Eleven ICONN18,COMPLETED,18
536688,22.200000000000003,17850.0,2010-12-02 12:24:00.000000000,Eleven ICONN18,COMPLETED,18
536690,331.26,17850.0,2010-12-02 12:25:00.000000000,Eleven ICONN18,COMPLETED,18
536693,22.200000000000003,17850.0,2010-12-02 12:26:00.000000000,Eleven ICONN16,COMPLETED,16
536698,326.0,15363.0,2010-12-02 12:28:00.000000000,Eleven ICONN16,COMPLETED,16
536707,199.65,12915.0,2010-12-02 12:33:00.000000000,Eleven ICONN16,COMPLETED,16
536732,354.54,15544.0,2010-12-02 12:47:00.000000000,Eleven ICONN15,COMPLETED,15
536733,329.65000000000003,15738.0,2010-12-02 12:50:00.000000000,Eleven ICONN21,COMPLETED,21
536735,211.2,17381.0,2010-12-02 12:58:00.000000000,Eleven ICONN21,COMPLETED,21
536736,824.88,17381.0,2010-12-02 12:59:00.000000000,Eleven ICONN21,COMPLETED,21
536738,98.18,15827.0,2010-12-02 13:06:00.000000000,Eleven ICONN21,COMPLETED,21
536739,201.75,14180.0,2010-12-02 13:08:00.000000000,Eleven ICONN21,COMPLETED,21
536740,92.75,15827.0,2010-12-02 13:08:00.000000000,Eleven ICONN12,COMPLETED,12
536741,202.12,13117.0,2010-12-02 13:11:00.000000256,Eleven ICONN12,COMPLETED,12
536742,198.08,16916.0,2010-12-02 13:14:00.000000000,Eleven ICONN12,COMPLETED,12
536743,261.76,17964.0,2010-12-02 13:32:00.000000000,Eleven ICONN4,COMPLETED,4
536744,379.75,14466.0,2010-12-02 13:36:00.000000000,Eleven ICONN14,COMPLETED,14
536745,341.9,17235.0,2010-12-02 13:38:00.000000000,Eleven ICONN14,COMPLETED,14
536746,248.1,16510.0,2010-12-02 13:39:00.000000000,Eleven ICONN14,COMPLETED,14
536747,100.2,17802.0,2010-12-02 13:44:00.000000000,Eleven ICONN9,COMPLETED,9
536748,116.0,15107.0,2010-12-02 13:45:00.000000000,Eleven ICONN9,COMPLETED,9
536749,353.19,17976.0,2010-12-02 13:49:00.000000000,Eleven ICONN7,COMPLETED,7
536750,434.8,17850.0,2010-12-02 14:04:00.000000000,Eleven ICONN18,COMPLETED,18
536751,22.200000000000003,17850.0,2010-12-02 14:05:00.000000000,Eleven ICONN19,COMPLETED,19
536752,390.66,17850.0,2010-12-02 14:06:00.000000000,Eleven ICONN19,COMPLETED,19
536753,22.200000000000003,17850.0,2010-12-02 14:07:00.000000000,Eleven ICONN12,COMPLETED,12
536754,210.24,14449.0,2010-12-02 14:09:00.000000000,Eleven ICONN12,COMPLETED,12
536759,311.25,16781.0,2010-12-02 14:26:00.000000000,Eleven ICONN6,COMPLETED,6
536761,98.9,13491.0,2010-12-02 14:30:00.000000000,Eleven ICONN8,COMPLETED,8
536762,307.68,16186.0,2010-12-02 14:40:00.000000000,Eleven ICONN8,COMPLETED,8
536763,452.52,17685.0,2010-12-02 14:42:00.000000000,Eleven ICONN8,COMPLETED,8
536769,668.4,17581.0,2010-12-02 14:47:00.000000000,Eleven ICONN6,COMPLETED,6
536771,118.38,17581.0,2010-12-02 14:49:00.000000000,Eleven ICONN6,COMPLETED,6
536777,138.1,15732.0,2010-12-02 15:00:00.000000000,Eleven ICONN6,COMPLETED,6
536778,193.23,13138.0,2010-12-02 15:03:00.000000000,Eleven ICONN22,COMPLETED,22
536779,15.0,15823.0,2010-12-02 15:08:00.000000000,Eleven ICONN22,COMPLETED,22
536781,50.400000000000006,17460.0,2010-12-02 15:14:00.000000000,Eleven ICONN18,COMPLETED,18
536782,517.95,17567.0,2010-12-02 15:18:00.000000000,Eleven ICONN18,COMPLETED,18
536783,4076.48,15061.0,2010-12-02 15:19:00.000000000,Eleven ICONN18,COMPLETED,18
536784,2170.9,15061.0,2010-12-02 15:20:00.000000000,Eleven ICONN13,COMPLETED,13
536785,2730.96,15061.0,2010-12-02 15:22:00.000000000,Eleven ICONN5,COMPLETED,5
536786,324.0,15061.0,2010-12-02 15:23:00.000000000,Eleven ICONN11,COMPLETED,11
536787,192.46,17850.0,2010-12-02 15:24:00.000000000,Eleven ICONN11,COMPLETED,11
536788,75.0,15061.0,2010-12-02 15:25:00.000000000,Eleven ICONN11,COMPLETED,11
536789,22.200000000000003,17850.0,2010-12-02 15:25:00.000000000,Eleven ICONN11,COMPLETED,11
536790,532.01,17850.0,2010-12-02 15:26:00.000000000,Eleven ICONN11,COMPLETED,11
536791,44.400000000000006,17850.0,2010-12-02 15:27:00.000000000,Eleven ICONN11,COMPLETED,11
536792,30.0,15061.0,2010-12-02 15:28:00.000000000,Eleven ICONN11,COMPLETED,11
536793,170.7,16203.0,2010-12-02 15:39:00.000000000,Eleven ICONN11,COMPLETED,11
536794,322.8,13767.0,2010-12-02 15:40:00.000000000,Eleven ICONN14,COMPLETED,14
536795,333.72,15640.0,2010-12-02 15:40:00.000000000,Eleven ICONN14,COMPLETED,14
536796,375.65,15574.0,2010-12-02 15:46:00.000000000,Eleven ICONN14,COMPLETED,14
536797,130.8,16770.0,2010-12-02 15:49:00.000000000,Eleven ICONN6,COMPLETED,6
536798,717.1600000000001,17838.0,2010-12-02 15:55:00.000000000,Eleven ICONN14,COMPLETED,14
536799,183.3,17228.0,2010-12-02 16:00:00.000000000,Eleven ICONN14,COMPLETED,14
536800,236.97,14829.0,2010-12-02 16:12:00.000000000,Eleven ICONN9,COMPLETED,9
536802,197.3,17412.0,2010-12-02 16:29:00.000000000,Eleven ICONN8,COMPLETED,8
536804,1714.25,14031.0,2010-12-02 16:34:00.000000000,Eleven ICONN8,COMPLETED,8
536805,406.56,14775.0,2010-12-02 16:38:00.000000000,Eleven ICONN8,COMPLETED,8
536806,45.12,12971.0,2010-12-02 16:42:00.000000000,Eleven ICONN7,COMPLETED,7
536808,247.8,17659.0,2010-12-02 16:46:00.000000000,Eleven ICONN7,COMPLETED,7
536809,1003.2,15299.0,2010-12-02 16:48:00.000000000,Eleven ICONN9,COMPLETED,9
536810,303.96,15299.0,2010-12-02 16:50:00.000000000,Eleven ICONN9,COMPLETED,9
536811,527.85,15299.0,2010-12-02 16:51:00.000000000,Eleven ICONN9,COMPLETED,9
536813,189.8,15646.0,2010-12-02 16:59:00.000000000,Eleven ICONN9,COMPLETED,9
536819,308.28000000000003,13402.0,2010-12-02 17:12:00.000000000,Eleven ICONN13,COMPLETED,13
536821,143.45000000000002,17757.0,2010-12-02 17:17:00.000000000,Eleven ICONN20,COMPLETED,20
536823,50.550000000000004,13011.0,2010-12-02 17:22:00.000000000,Eleven ICONN20,COMPLETED,20
536824,408.0,13798.0,2010-12-02 17:24:00.000000000,Eleven ICONN20,COMPLETED,20
536830,2002.4,16754.0,2010-12-02 17:38:00.000000000,Eleven ICONN20,COMPLETED,20
536831,569.4,16029.0,2010-12-02 17:40:00.000000000,Eleven ICONN20,COMPLETED,20
536832,164.8,16634.0,2010-12-02 17:41:00.000000000,Eleven ICONN20,COMPLETED,20
536833,438.1,18239.0,2010-12-02 17:48:00.000000000,Eleven ICONN20,COMPLETED,20
536834,35.400000000000006,14576.0,2010-12-02 17:51:00.000000000,Eleven ICONN17,COMPLETED,17
536835,295.0,13145.0,2010-12-02 18:06:00.000000000,Eleven ICONN17,COMPLETED,17
536836,263.3,18168.0,2010-12-02 18:08:00.000000000,Eleven ICONN17,COMPLETED,17
536837,308.68,14395.0,2010-12-02 18:15:00.000000000,Eleven ICONN3,COMPLETED,3
536838,37.2,14865.0,2010-12-02 18:23:00.000000000,Eleven ICONN3,COMPLETED,3
536839,623.73,15093.0,2010-12-02 18:25:00.000000000,Eleven ICONN3,COMPLETED,3
536840,155.35,12738.0,2010-12-02 18:27:00.000000000,Eleven ICONN11,COMPLETED,11
536841,393.42,16150.0,2010-12-02 18:27:00.000000000,Eleven ICONN11,COMPLETED,11
536842,263.62,17552.0,2010-12-02 18:45:00.000000000,Eleven ICONN9,COMPLETED,9
536843,34.9,17552.0,2010-12-02 18:46:00.000000000,Eleven ICONN9,COMPLETED,9
536844,189.3,14236.0,2010-12-02 18:49:00.000000000,Eleven ICONN9,COMPLETED,9
536845,127.55,17961.0,2010-12-02 19:17:59.999999744,Eleven ICONN9,COMPLETED,9
536846,413.1,14573.0,2010-12-02 19:59:00.000000000,Eleven ICONN13,COMPLETED,13
536847,215.57999999999998,17135.0,2010-12-03 09:31:00.000000000,Eleven ICONN2,COMPLETED,2
536848,534.0,13408.0,2010-12-03 09:39:00.000000000,Eleven ICONN2,COMPLETED,2
536849,397.5,17396.0,2010-12-03 09:45:00.000000000,Eleven ICONN2,COMPLETED,2
536851,1368.4,12967.0,2010-12-03 09:48:59.999999744,Eleven ICONN2,COMPLETED,2
536852,89.14,12686.0,2010-12-03 09:51:00.000000000,Eleven ICONN2,COMPLETED,2
536856,754.87,13370.0,2010-12-03 10:26:00.000000000,Eleven ICONN10,COMPLETED,10
536857,128.03,16883.0,2010-12-03 10:33:00.000000000,Eleven ICONN12,COMPLETED,12
536858,303.4,13520.0,2010-12-03 10:36:00.000000000,Eleven ICONN12,COMPLETED,12
536859,294.25,12841.0,2010-12-03 10:43:00.000000000,Eleven ICONN12,COMPLETED,12
536860,254.39999999999998,16905.0,2010-12-03 10:43:00.000000000,Eleven ICONN15,COMPLETED,15
536861,303.5,12427.0,2010-12-03 10:44:00.000000000,Eleven ICONN15,COMPLETED,15
536863,123.07,17967.0,2010-12-03 11:19:00.000000000,Eleven ICONN8,COMPLETED,8
536874,232.26,16891.0,2010-12-03 11:35:00.000000000,Eleven ICONN2,COMPLETED,2
536884,39.75,14589.0,2010-12-03 11:42:00.000000000,Eleven ICONN6,COMPLETED,6
536938,1680.88,14680.0,2010-12-03 12:05:00.000000000,Eleven ICONN6,COMPLETED,6
536943,187.51,17884.0,2010-12-03 12:11:00.000000000,Eleven ICONN5,COMPLETED,5
536944,620.0,12557.0,2010-12-03 12:20:00.000000000,Eleven ICONN5,COMPLETED,5
536945,309.54,14083.0,2010-12-03 12:24:00.000000000,Eleven ICONN5,COMPLETED,5
536946,841.94,13013.0,2010-12-03 12:28:00.000000000,Eleven ICONN19,COMPLETED,19
536947,686.4,13013.0,2010-12-03 12:29:00.000000000,Eleven ICONN19,COMPLETED,19
536954,425.0,17809.0,2010-12-03 12:41:00.000000000,Eleven ICONN10,COMPLETED,10
536956,304.95000000000005,14210.0,2010-12-03 12:43:00.000000256,Eleven ICONN10,COMPLETED,10
536957,791.7,17809.0,2010-12-03 12:43:00.000000000,Eleven ICONN10,COMPLETED,10
536960,225.65,16477.0,2010-12-03 12:48:00.000000000,Eleven ICONN10,COMPLETED,10
536967,76.5,12600.0,2010-12-03 12:57:00.000000000,Eleven ICONN21,COMPLETED,21
536968,534.0,16013.0,2010-12-03 13:09:00.000000000,Eleven ICONN21,COMPLETED,21
536969,528.0,16013.0,2010-12-03 13:10:00.000000000,Eleven ICONN21,COMPLETED,21
536970,1314.0,17949.0,2010-12-03 13:12:00.000000000,Eleven ICONN21,COMPLETED,21
536971,248.16,12779.0,2010-12-03 13:40:00.000000000,Eleven ICONN21,COMPLETED,21
536972,230.25,16926.0,2010-12-03 13:42:00.000000000,Eleven ICONN21,COMPLETED,21
